gene_symbol,dataset,n_control,n_sepsis,mean_control,mean_sepsis,median_control,median_sepsis,dataset_logFC,dataset_direction,auc,wilcox_p,heldout_dataset
DACH1,GSE57065,25,28,3.41800226666667,6.180005,3.40577333333333,6.26129333333333,2.76200273333333,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
DACH1,GSE65682,42,51,4.38821517494048,5.67649628627451,4.4631872035,5.7262053915,1.28828111133403,Up_in_Sepsis,0.837068160597573,2.54774905292748e-08,GSE54514
DACH1,GSE95233,22,51,3.1235810880303,5.35821073751634,3.08244476666667,5.30643560333333,2.23462964948604,Up_in_Sepsis,0.997326203208556,2.05178515500888e-11,GSE54514
S100A12,GSE137340,14,43,7.70278727485714,11.0668810956512,7.065018702,11.04278397,3.36409382079402,Up_in_Sepsis,0.898671096345515,1.12784882767697e-06,GSE54514
S100A12,GSE236713,30,125,-1.917598468,0.1769893729,-1.901658775,0.180045844,2.0945878409,Up_in_Sepsis,0.973066666666666,9.56049645464289e-16,GSE54514
S100A12,GSE57065,25,28,9.826516,13.2250428571429,9.69309,13.31705,3.39852685714286,Up_in_Sepsis,0.998571428571429,4.42509124931643e-15,GSE54514
S100A12,GSE65682,42,51,11.8939188911905,12.4614545039216,12.001801995,12.55250341,0.567535612731094,Up_in_Sepsis,0.842670401493931,1.49082875196827e-08,GSE54514
S100A12,GSE95233,22,51,9.08179684272727,12.5885895996078,8.865218125,12.6154914,3.50679275688057,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
TP53I3,GSE137340,14,43,4.59942489925,5.53219730161628,4.43879523875,5.3940422195,0.932772402366279,Up_in_Sepsis,0.875415282392027,6.53811501196993e-06,GSE54514
TP53I3,GSE236713,30,125,-1.42931272416667,0.220877632548,-1.445740925,0.222686527,1.65019035671467,Up_in_Sepsis,0.9624,4.12045780957839e-15,GSE54514
TP53I3,GSE57065,25,28,4.9611108,6.94046321428572,4.92601,7.14898,1.97935241428571,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
TP53I3,GSE65682,42,51,5.27538630388095,6.79615955807843,5.1149474575,6.764566771,1.52077325419748,Up_in_Sepsis,0.881419234360411,2.9123290933051e-10,GSE54514
TP53I3,GSE95233,22,51,5.83148782727273,8.2367748072549,5.86947041,8.24667048,2.40528697998217,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
RETN,GSE137340,14,43,5.20533511935714,7.98698026388372,4.6106590085,8.017298027,2.78164514452658,Up_in_Sepsis,0.853820598006645,2.74394577444583e-05,GSE54514
RETN,GSE236713,30,125,-3.35105348333333,0.713783831712,-3.412232375,0.611680735,4.06483731504533,Up_in_Sepsis,0.9864,1.47108884225019e-16,GSE54514
RETN,GSE57065,25,28,4.613864,9.30737357142857,4.54531,9.56555,4.69350957142857,Up_in_Sepsis,0.997142857142857,8.85018249863286e-15,GSE54514
RETN,GSE65682,42,51,7.31710567696429,9.74104034138235,7.314010839,10.03319172,2.42393466441807,Up_in_Sepsis,0.869747899159664,9.93971462224936e-10,GSE54514
RETN,GSE95233,22,51,5.149751095,7.83679717882353,5.05946805,8.05463729,2.68704608382353,Up_in_Sepsis,0.986631016042781,5.45249501386452e-11,GSE54514
MS4A4A,GSE137340,14,43,4.38027034123809,4.79825954171318,4.21162892683333,4.621282503,0.417989200475084,Up_in_Sepsis,0.87375415282392,7.34598051394299e-06,GSE54514
MS4A4A,GSE236713,30,125,-2.61123413333333,0.377198846528,-2.6311412,0.40470123,2.98843297986133,Up_in_Sepsis,0.988533333333334,1.08528994979761e-16,GSE54514
MS4A4A,GSE57065,25,28,4.93951413333333,7.63538952380952,4.82179333333333,7.60882666666667,2.69587539047619,Up_in_Sepsis,0.988571428571429,1.482405568521e-13,GSE54514
MS4A4A,GSE65682,42,51,4.03805804831746,5.2213682564183,3.98802775533334,5.001020882,1.18331020810084,Up_in_Sepsis,0.833333333333334,3.62489033813588e-08,GSE54514
MS4A4A,GSE95233,22,51,4.23226711469697,7.65297900960784,4.15824913166667,7.34865074333333,3.42071189491088,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
ANXA3,GSE137340,14,43,6.19006722014286,8.80938603476744,5.5669530855,8.970790383,2.61931881462459,Up_in_Sepsis,0.838870431893687,6.75807999629674e-05,GSE54514
ANXA3,GSE236713,30,125,-3.47895378333333,0.369189877872,-3.41165095,0.4734826,3.84814366120533,Up_in_Sepsis,0.9616,4.59160112920663e-15,GSE54514
ANXA3,GSE57065,25,28,6.590432,11.05753,6.51191,11.3417,4.467098,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
ANXA3,GSE65682,42,51,9.45762392670238,10.1546832445588,9.64462058775,10.262729435,0.697059317856443,Up_in_Sepsis,0.7703081232493,7.96894550994041e-06,GSE54514
ANXA3,GSE95233,22,51,6.21233055909091,10.3470795898039,6.197868215,10.51778229,4.13474903071301,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
S100A8,GSE137340,14,43,11.7670707607143,13.8612130895349,11.6478577,13.9794618,2.0941423288206,Up_in_Sepsis,0.900332225913621,8.24610608071691e-06,GSE54514
S100A8,GSE236713,30,125,-1.74534144333333,0.245866349664,-1.83901405,0.19146156,1.99120779299733,Up_in_Sepsis,0.993333333333333,5.44853176760137e-17,GSE54514
S100A8,GSE57065,25,28,9.4961188,10.2673585714286,9.421735,10.24313,0.771239771428572,Up_in_Sepsis,0.88,3.59733314920835e-07,GSE54514
S100A8,GSE65682,42,51,12.8216072683333,13.1201117496078,12.79987098,13.13078904,0.298504481274511,Up_in_Sepsis,0.812324929971989,2.45875764364347e-07,GSE54514
S100A8,GSE95233,22,51,10.7613722531818,13.0814998472549,10.6646902575,13.108627835,2.32012759407308,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
GPR84,GSE137340,14,43,4.92734887142857,6.88936857467442,4.435268492,6.63126722,1.96201970324585,Up_in_Sepsis,0.882059800664452,4.05663071297044e-06,GSE54514
GPR84,GSE236713,30,125,-2.36265875666667,0.811980091432,-2.3565483,0.67417645,3.17463884809867,Up_in_Sepsis,0.988533333333333,1.08528994979761e-16,GSE54514
GPR84,GSE57065,25,28,4.3664652,9.12399035714286,4.35207,9.540155,4.75752515714286,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
GPR84,GSE65682,42,51,6.97553973764286,8.35375543845098,7.3542148065,8.581473795,1.37821570080812,Up_in_Sepsis,0.750233426704015,3.56415344787041e-05,GSE54514
GPR84,GSE95233,22,51,4.22026272045455,8.65059058882353,4.09957837,8.75996829,4.43032786836898,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
GRB10,GSE137340,14,43,4.56440252525,5.22920618850581,4.38811246875,5.0267802825,0.664803663255814,Up_in_Sepsis,0.86046511627907,1.79643132928885e-05,GSE54514
GRB10,GSE236713,30,125,-3.89471878333333,0.417078135436,-3.96789635,0.6052891,4.31179691876933,Up_in_Sepsis,0.9992,2.32616920867582e-17,GSE54514
GRB10,GSE57065,25,28,4.5430876,6.88285482142857,4.53553,7.0517825,2.33976722142857,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
GRB10,GSE65682,42,51,5.14375050635714,6.3680301916732,5.3072275765,6.40669285766667,1.22427968531606,Up_in_Sepsis,0.798319327731093,8.25601832102464e-07,GSE54514
GRB10,GSE95233,22,51,5.38171027272727,7.47753324985294,5.3005039125,7.5704178725,2.09582297712567,Up_in_Sepsis,0.994652406417112,2.62469054871502e-11,GSE54514
TCN1,GSE137340,14,43,5.92217254121429,8.4238244502093,5.549934306,8.175739311,2.50165190899502,Up_in_Sepsis,0.870431893687708,9.24335675110831e-06,GSE54514
TCN1,GSE236713,30,125,-2.116104969,0.395259804608,-2.239315,0.40213156,2.511364773608,Up_in_Sepsis,0.9296,3.00598095206023e-13,GSE54514
TCN1,GSE57065,25,28,5.9357436,9.57655321428572,6.03304,9.47519,3.64080961428571,Up_in_Sepsis,0.992857142857143,4.20383668685061e-14,GSE54514
TCN1,GSE65682,42,51,6.60707318309524,8.85521654782353,6.528435852,9.067284058,2.24814336472829,Up_in_Sepsis,0.877217553688142,4.549776441538e-10,GSE54514
TCN1,GSE95233,22,51,5.01863434545455,8.36151990235294,5.04874131,8.31396416,3.3428855568984,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
CA4,GSE137340,14,43,6.91940812057143,9.65519712048837,6.459628585,9.669696759,2.73578899991694,Up_in_Sepsis,0.880398671096346,4.5786917253501e-06,GSE54514
CA4,GSE236713,30,125,-3.66853894,0.384889875952,-3.70356985,0.6014385,4.053428815952,Up_in_Sepsis,0.972533333333333,1.0292890169365e-15,GSE54514
CA4,GSE57065,25,28,6.0628788,8.69593821428571,5.889615,8.6840025,2.63305941428571,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12,GSE54514
CA4,GSE65682,42,51,7.10914031604762,8.45817187988235,7.137137786,8.552890722,1.34903156383473,Up_in_Sepsis,0.870681605975724,9.02204498104525e-10,GSE54514
CA4,GSE95233,22,51,5.33730089909091,7.46785604637255,5.2940546725,7.43619414,2.13055514728164,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
BCL9L,GSE137340,14,43,5.63381018871429,4.94135932369767,5.6595003125,4.822681264,-0.692450865016611,Down_in_Sepsis,0.131229235880399,1.0352095404657e-05,GSE54514
BCL9L,GSE236713,30,125,1.50684055983333,-0.206247490844,1.51030955,-0.1328442,-1.71308805067733,Down_in_Sepsis,0.008,6.60229162961706e-17,GSE54514
BCL9L,GSE57065,25,28,6.5540542,5.30580339285714,6.534365,5.2188175,-1.24825080714286,Down_in_Sepsis,0,2.21254562465821e-15,GSE54514
BCL9L,GSE65682,42,51,3.83638749773214,3.41169320090686,3.733946900125,3.4224820565,-0.42469429682528,Down_in_Sepsis,0.19187675070028,3.55549239738882e-07,GSE54514
BCL9L,GSE95233,22,51,6.39400990977273,5.13587235127451,6.3346484625,5.107778375,-1.25813755849822,Down_in_Sepsis,0.0017825311942959,1.88955739655682e-11,GSE54514
IRAK3,GSE137340,14,43,6.47396456585714,9.10218682455814,5.964591442,9.217291858,2.628222258701,Up_in_Sepsis,0.875415282392027,6.53811501196993e-06,GSE54514
IRAK3,GSE236713,30,125,-2.2557758,0.510612487264,-2.2103551,0.74091697,2.766388287264,Up_in_Sepsis,0.9824,2.59297050143436e-16,GSE54514
IRAK3,GSE57065,25,28,5.32564786666667,8.14573369047619,5.33925,8.23077,2.82008582380952,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
IRAK3,GSE65682,42,51,7.38685149740476,8.00597797543628,7.699551669,8.219756242,0.619126478031514,Up_in_Sepsis,0.710084033613446,0.000520192370241943,GSE54514
IRAK3,GSE95233,22,51,6.60189167469697,9.13780613104575,6.68542414,9.22017156666667,2.53591445634878,Up_in_Sepsis,0.99554367201426,2.41819260539641e-11,GSE54514
OLFM4,GSE137340,14,43,4.54263055035714,5.90532457310465,4.24708841475,5.5772952645,1.36269402274751,Up_in_Sepsis,0.910299003322259,4.22790671752083e-07,GSE54514
OLFM4,GSE236713,30,125,-3.89017209,0.38682899196,-4.09831955,0.4451604,4.27700108196,Up_in_Sepsis,0.912533333333333,2.48284480141307e-12,GSE54514
OLFM4,GSE57065,25,28,3.3893216,9.43543642857143,3.25378,9.84019,6.04611482857143,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12,GSE54514
OLFM4,GSE65682,42,51,3.80761788369048,7.85954184731373,3.3217766645,8.3384783855,4.05192396362325,Up_in_Sepsis,0.926237161531279,1.86135962666096e-12,GSE54514
OLFM4,GSE95233,22,51,5.17500045409091,10.0501089431373,4.84326208,10.55058836,4.87510848904635,Up_in_Sepsis,0.985739750445633,5.9097281654302e-11,GSE54514
GADD45A,GSE137340,14,43,5.30691045196429,6.19020441647674,4.79919859475,5.967946497,0.883293964512459,Up_in_Sepsis,0.754152823920266,0.00385928762593356,GSE54514
GADD45A,GSE236713,30,125,-1.83901991666667,0.88889644512,-1.8438382,0.79994035,2.72791636178667,Up_in_Sepsis,0.972533333333333,1.0292890169365e-15,GSE54514
GADD45A,GSE57065,25,28,6.1883888,9.48613428571429,6.17952,9.860785,3.29774548571429,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
GADD45A,GSE65682,42,51,7.84114134335714,9.02282525972549,8.121916137,9.094566,1.18168391636835,Up_in_Sepsis,0.826330532212886,6.95166724757002e-08,GSE54514
GADD45A,GSE95233,22,51,6.19195034590909,9.49780938431373,6.143981605,9.57783296,3.30585903840464,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
S100P,GSE137340,14,43,7.11713931071429,10.6221696755814,7.245426574,10.78611659,3.50503036486711,Up_in_Sepsis,0.893687707641196,1.67917460911234e-06,GSE54514
S100P,GSE236713,30,125,-2.98257649866667,0.092648548928,-3.066798,0.20399523,3.07522504759467,Up_in_Sepsis,0.974933333333333,7.3791217923107e-16,GSE54514
S100P,GSE57065,25,28,8.7936928,11.40341,9.09986,11.5109,2.6097172,Up_in_Sepsis,0.985714285714286,3.07543841827492e-13,GSE54514
S100P,GSE65682,42,51,11.3545093569762,11.7995175968627,11.48921505,11.85882878,0.445008239886555,Up_in_Sepsis,0.69514472455649,0.00126812382600049,GSE54514
S100P,GSE95233,22,51,8.66531628136364,11.8757753331373,8.813103335,11.93590325,3.21045905177362,Up_in_Sepsis,0.998217468805704,1.88955739655682e-11,GSE54514
ABLIM1,GSE137340,14,43,5.85463673442857,5.65571428069186,5.78113520325,5.6068577235,-0.198922453736711,Down_in_Sepsis,0.363787375415282,0.131931166909804,GSE54514
ABLIM1,GSE236713,30,125,1.48281813655555,-0.203484871834667,1.46177024166667,-0.226563213333333,-1.68630300839022,Down_in_Sepsis,0.0146666666666667,1.71188481427709e-16,GSE54514
ABLIM1,GSE57065,25,28,7.2038044,5.46805267857143,7.23139,5.4631175,-1.73575172142857,Down_in_Sepsis,0,2.21254562465821e-15,GSE54514
ABLIM1,GSE65682,42,51,4.32378784963691,3.80800783962745,4.2776805045,3.77866002775,-0.515780010009454,Down_in_Sepsis,0.227357609710551,6.64929120817864e-06,GSE54514
ABLIM1,GSE95233,22,51,8.23902331090909,6.14861887078431,8.206853725,6.06508925,-2.09040444012478,Down_in_Sepsis,0.00267379679144385,2.05178515500888e-11,GSE54514
BCL11B,GSE137340,14,43,5.98113905671429,5.59100855484884,5.9846407675,5.5688549385,-0.390130501865448,Down_in_Sepsis,0.302325581395349,0.0268571212063966,GSE54514
BCL11B,GSE236713,30,125,2.220160065,-0.349411487824,2.257028925,-0.28752565,-2.569571552824,Down_in_Sepsis,0.0064,5.24288184560356e-17,GSE54514
BCL11B,GSE57065,25,28,7.25788853333333,5.18344464285714,7.28888,5.22762166666666,-2.07444389047619,Down_in_Sepsis,0,2.21254562465821e-15,GSE54514
BCL11B,GSE65682,42,51,4.41698534159524,3.30491277327451,4.329102721,3.129349473,-1.11207256832073,Down_in_Sepsis,0.222222222222222,4.44231456366313e-06,GSE54514
BCL11B,GSE95233,22,51,7.20962040227273,5.29110927601307,7.15841215166667,5.19352229,-1.91851112625966,Down_in_Sepsis,0,1.60188706567253e-11,GSE54514
ARG1,GSE137340,14,43,5.39318331628572,8.42492957209302,4.8148795855,8.18703108,3.03174625580731,Up_in_Sepsis,0.903654485049834,7.47687024826658e-07,GSE54514
ARG1,GSE236713,30,125,-5.70737630333333,0.607655357684,-5.273505225,1.0022521,6.31503166101733,Up_in_Sepsis,0.988533333333333,1.08528994979761e-16,GSE54514
ARG1,GSE57065,25,28,3.2255926,4.93748616071429,3.2431525,4.861785,1.71189356071429,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
ARG1,GSE65682,42,51,8.24808981338095,9.51827819741177,8.6403316835,9.643508982,1.27018838403081,Up_in_Sepsis,0.827731092436975,6.1091786074841e-08,GSE54514
ARG1,GSE95233,22,51,4.60294954704546,8.15285476784314,4.57397270125,8.3056969125,3.54990522079768,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
ATP6V1C1,GSE137340,14,43,5.04136580589286,5.73415236531395,4.906265868,5.689115671,0.692786559421096,Up_in_Sepsis,0.830564784053156,0.00010836477926158,GSE54514
ATP6V1C1,GSE236713,30,125,-1.074058834,0.236285986636,-1.054627425,0.22516934,1.310344820636,Up_in_Sepsis,0.9792,4.06725214686755e-16,GSE54514
ATP6V1C1,GSE57065,25,28,5.6078049,7.47761964285714,5.6252925,7.68454375,1.86981474285714,Up_in_Sepsis,0.951428571428571,1.46118725598053e-10,GSE54514
ATP6V1C1,GSE65682,42,51,6.24831028319048,7.10629631146079,6.445528915,7.39451124325,0.857986028270308,Up_in_Sepsis,0.794117647058824,1.17542255359386e-06,GSE54514
ATP6V1C1,GSE95233,22,51,5.22768845727273,7.05554861,5.23748087375,7.145759595,1.82786015272727,Up_in_Sepsis,0.994652406417112,2.62469054871502e-11,GSE54514
CARD6,GSE137340,14,43,4.63616553407143,4.91750596602326,4.4106857275,4.89764085,0.281340431951827,Up_in_Sepsis,0.777408637873754,0.00148209884903873,GSE54514
CARD6,GSE236713,30,125,-1.64551811633333,0.174654875544,-1.6436938,0.15912545,1.82017299187733,Up_in_Sepsis,0.987733333333334,1.21659665288115e-16,GSE54514
CARD6,GSE57065,25,28,6.9144216,8.6368225,6.95104,8.737985,1.7224009,Up_in_Sepsis,0.997142857142857,8.85018249863286e-15,GSE54514
CARD6,GSE65682,42,51,5.12144521540476,5.65600112676471,5.13452269225,5.726991105,0.534555911359944,Up_in_Sepsis,0.805788982259571,4.35525530177079e-07,GSE54514
CARD6,GSE95233,22,51,7.62536779272727,9.29978000666667,7.537637815,9.40990241,1.67441221393939,Up_in_Sepsis,0.99108734402852,3.63757408976493e-11,GSE54514
UPP1,GSE137340,14,43,6.36924055446429,7.75294618354651,6.110650695,7.8271669045,1.38370562908223,Up_in_Sepsis,0.897009966777409,1.28968008164182e-06,GSE54514
UPP1,GSE236713,30,125,-0.8235940235,0.238714968964,-0.774116155,0.20617473,1.062308992464,Up_in_Sepsis,0.908,4.29036556442579e-12,GSE54514
UPP1,GSE57065,25,28,7.2129604,9.45425107142857,7.22195,9.60008,2.24129067142857,Up_in_Sepsis,1,2.21254562465821e-15,GSE54514
UPP1,GSE65682,42,51,6.56647217418254,6.99437480713725,6.659621124,7.04593798366667,0.427902632954715,Up_in_Sepsis,0.704948646125117,0.000711219090907829,GSE54514
UPP1,GSE95233,22,51,7.75446764272727,9.99851484803922,7.77230046,10.03599566,2.24404720531194,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
LCN2,GSE137340,14,43,7.67010171992857,10.3960011772326,7.420531063,10.28086345,2.72589945730399,Up_in_Sepsis,0.878737541528239,5.16186693059591e-06,GSE54514
LCN2,GSE236713,30,125,-1.140262623,0.487558468592,-1.05668355,0.59043336,1.627821091592,Up_in_Sepsis,0.835466666666667,1.23116575698421e-08,GSE54514
LCN2,GSE57065,25,28,6.4240184,10.9134264285714,6.11326,11.10395,4.48940802857143,Up_in_Sepsis,0.981428571428571,8.25279517997514e-13,GSE54514
LCN2,GSE65682,42,51,7.97513332819048,11.2084427045686,7.6710586825,11.51258298,3.23330937637815,Up_in_Sepsis,0.894024276377218,7.42481588396865e-11,GSE54514
LCN2,GSE95233,22,51,6.95965178954546,10.8096351239216,7.05040658,11.45825895,3.84998333437611,Up_in_Sepsis,0.993761140819965,2.84841857067922e-11,GSE54514
CD3E,GSE137340,14,43,8.07039240107143,5.88392111839535,8.276842362,5.779868265,-2.18647128267608,Down_in_Sepsis,0.053156146179402,1.01995612661308e-08,GSE54514
CD3E,GSE236713,30,125,1.97366016666667,-0.193724511728,2.02472565,-0.16553044,-2.16738467839467,Down_in_Sepsis,0.0306666666666667,1.60007772207837e-15,GSE54514
CD3E,GSE57065,25,28,8.8292944,6.82665,8.76822,6.719105,-2.0026444,Down_in_Sepsis,0.0214285714285714,1.51338120726622e-12,GSE54514
CD3E,GSE65682,42,51,2.98063724442857,2.48459348256863,2.872306862,2.436319492,-0.496043761859944,Down_in_Sepsis,0.237161531279178,1.40872649154211e-05,GSE54514
CD3E,GSE95233,22,51,6.84893544818182,4.84148069254902,6.812105725,4.83025782,-2.0074547556328,Down_in_Sepsis,0.0071301247771836,3.08970483898191e-11,GSE54514
LIN7A,GSE137340,14,43,4.90124060207143,6.00237916232558,4.54409923,5.841986616,1.10113856025415,Up_in_Sepsis,0.812292358803987,0.0002869816641554,GSE54514
LIN7A,GSE236713,30,125,-1.77383954,-0.028028324416,-1.7013788,0.12625504,1.745811215584,Up_in_Sepsis,0.966933333333333,2.22338235075182e-15,GSE54514
LIN7A,GSE57065,25,28,4.8304398,6.605744375,4.836965,6.5766675,1.775304575,Up_in_Sepsis,0.981428571428571,8.25279517997514e-13,GSE54514
LIN7A,GSE65682,42,51,5.14147954,5.89860411596079,5.115247984,6.032136915,0.757124575960785,Up_in_Sepsis,0.806255835667601,4.18254822208525e-07,GSE54514
LIN7A,GSE95233,22,51,5.87961799,7.64378624156863,6.002409555,7.769969035,1.76416825156863,Up_in_Sepsis,0.980392156862745,9.55234536735608e-11,GSE54514
DDAH2,GSE137340,14,43,6.08321869521429,7.57824647653488,5.6365278395,7.619190009,1.4950277813206,Up_in_Sepsis,0.813953488372093,0.000263581497271942,GSE54514
DDAH2,GSE236713,30,125,-1.27922573033333,0.19872973652,-1.300472,0.27447033,1.47795546685333,Up_in_Sepsis,0.933866666666667,1.75042029032808e-13,GSE54514
DDAH2,GSE57065,25,28,6.08238986666667,7.82757821428571,6.09504333333333,7.85892,1.74518834761905,Up_in_Sepsis,0.997142857142857,8.85018249863286e-15,GSE54514
DDAH2,GSE65682,42,51,5.84774054228571,7.14443262911765,5.902305836,7.239468677,1.29669208683193,Up_in_Sepsis,0.8874883286648,1.51621161941954e-10,GSE54514
DDAH2,GSE95233,22,51,6.09254895863636,7.90755793954248,6.056235065,8.00775867,1.81500898090612,Up_in_Sepsis,0.998217468805704,1.88955739655682e-11,GSE54514
CCPG1,GSE137340,14,43,5.71398015628571,7.19531445209302,5.407865091,7.143221333,1.48133429580731,Up_in_Sepsis,0.87375415282392,7.34598051394299e-06,GSE54514
CCPG1,GSE236713,30,125,-1.38570976466667,0.199617117968,-1.3767164,0.23355675,1.58532688263467,Up_in_Sepsis,0.964266666666667,3.19836502929864e-15,GSE54514
CCPG1,GSE57065,25,28,6.45456624,7.88405864285714,6.497546,7.867906,1.42949240285714,Up_in_Sepsis,0.965714285714285,1.6235659793742e-11,GSE54514
CCPG1,GSE65682,42,51,5.43048237534354,6.29565831969188,5.4763874095,6.38689566442857,0.86517594434834,Up_in_Sepsis,0.839869281045752,1.95094747201154e-08,GSE54514
CCPG1,GSE95233,22,51,6.15918117136364,7.5556615647451,6.122413141,7.582680408,1.39648039338146,Up_in_Sepsis,0.968805704099822,2.6568328672965e-10,GSE54514
NLRC4,GSE137340,14,43,5.55132285385714,7.22118646581395,5.1589393945,7.26193747,1.66986361195681,Up_in_Sepsis,0.805647840531561,0.000400631980255359,GSE54514
NLRC4,GSE236713,30,125,-1.78090573316667,0.349063856668,-1.6988298,0.45337687,2.12996958983467,Up_in_Sepsis,0.968266666666667,1.85237119125629e-15,GSE54514
NLRC4,GSE57065,25,28,5.35220746666667,7.07516642857143,5.33810333333333,7.13635333333334,1.72295896190476,Up_in_Sepsis,0.99,9.95645531096197e-14,GSE54514
NLRC4,GSE65682,42,51,4.29577335354762,5.00175797528431,4.4655792825,5.0621416185,0.705984621736694,Up_in_Sepsis,0.830999066293184,4.51012294675184e-08,GSE54514
NLRC4,GSE95233,22,51,5.92346704727273,8.06012161640523,6.00441967333333,8.09675851666667,2.1366545691325,Up_in_Sepsis,0.998217468805704,1.88955739655682e-11,GSE54514
ANKRD22,GSE137340,14,43,5.63655461485714,8.05516097733721,4.955305934,7.786172296,2.41860636248007,Up_in_Sepsis,0.872093023255814,8.24463721259666e-06,GSE54514
ANKRD22,GSE236713,30,125,-2.85101746333333,1.022537681272,-2.8997055,0.98461366,3.87355514460533,Up_in_Sepsis,0.958933333333333,6.57843625058159e-15,GSE54514
ANKRD22,GSE57065,25,28,4.9164542,8.50486089285714,4.857295,8.6982375,3.58840669285714,Up_in_Sepsis,0.982857142857143,6.01812409907034e-13,GSE54514
ANKRD22,GSE65682,42,51,5.88699225960714,7.052159584,6.213737908,7.332923397,1.16516732439286,Up_in_Sepsis,0.793183940242764,1.27061238461506e-06,GSE54514
ANKRD22,GSE95233,22,51,4.29564052431818,8.56352469696078,4.1869591325,8.686646645,4.2678841726426,Up_in_Sepsis,1,1.60188706567253e-11,GSE54514
